epoch,train_loss,val_loss,train_recon_loss,val_recon_loss,train_kl_loss,val_kl_loss,train_age_loss,val_age_loss,train_site_loss,val_site_loss,train_age_mae,val_age_mae,train_site_acc,val_site_acc,train_age_r2,val_age_r2,current_beta,current_grl_alpha,current_lr
18,139.98791800391933,169.50764404092743,0.006261882005599476,0.008700207003507526,197.366604522245,173.77222414558946,2.7172975891598905,3.273040352856435,2.7278214263756273,3.874751550298072,2.7172975891598905,3.273040352856435,53.68509212730318,45.1505016722408,0.024560511112213135,-0.3466939926147461,0.0,0.425,0.0001
19,142.19467975865658,157.72176072749008,0.010997905773446089,0.012664848633334789,165.3952586367302,159.1603176155218,2.753887951673575,3.041080667821061,2.963528742941979,3.736268325792906,2.753887951673575,3.041080667821061,51.08877721943048,45.48494983277592,-0.0014262199401855469,-0.14395833015441895,0.0,0.44999999999999996,0.0001
20,140.74874550773072,167.5103997067863,0.014980617395822127,0.01740497232953641,152.6810707846279,145.17987213645094,2.724112924019895,3.236517366358269,2.978798436958786,3.7316710287113253,2.724112924019895,3.236517366358269,50.9212730318258,45.819397993311036,0.012638688087463379,-0.29342830181121826,0.0,0.47500000000000003,0.0001
21,138.6580590482932,183.55248390631533,0.021845198656047008,0.03045377895285852,136.84632309956766,117.88321109121061,2.6733377722639533,3.5116068910196874,3.25462759200053,5.213249750360597,2.6733377722639533,3.5116068910196874,46.6499162479062,44.14715719063545,0.05269968509674072,-0.5205422639846802,0.0,0.5,0.0001
22,138.065830658828,149.82359344584486,0.02990887887850778,0.022690139935168135,121.92705503939784,137.12896003850727,2.6526810160434025,2.8891622765008425,3.5214904484836698,3.5013520119580934,2.6526810160434025,2.8891622765008425,44.80737018425461,45.819397993311036,0.07514196634292603,0.005131423473358154,0.0,0.525,0.0001
23,136.92480381849023,150.00818708030675,0.02069475314575224,0.019716148847172092,145.55972175023064,149.7968065140638,2.6288502352121887,2.886963928024904,3.5858806237902874,3.7076066975609514,2.6288502352121887,2.886963928024904,44.80737018425461,43.812709030100336,0.07037729024887085,0.0019820332527160645,0.0,0.55,0.0001
24,137.7505506199209,143.27041447361975,0.021010808125637485,0.021604788000617537,150.20700668769464,151.11770793187577,2.639352794468303,2.7460224468971175,3.785240304330286,3.9075117230814036,2.639352794468303,2.7460224468971175,44.13735343383585,42.14046822742475,0.07591050863265991,0.11418342590332031,0.0,0.575,0.0001
25,136.79454712731953,181.10955978954914,0.025974195204063674,0.031115827384252212,145.97068763617895,137.54477158358264,2.6138931654605835,3.486340599315222,3.980010387286469,4.424631058970423,2.6138931654605835,3.486340599315222,42.79731993299832,40.802675585284284,0.09567838907241821,-0.4329526424407959,0.0,0.6,0.0001
26,136.82545783012557,151.12853388961742,0.02928451853032088,0.03074832529103676,144.3023538254014,143.5922533628534,2.6109739520042585,2.8933495342930824,4.086891571281344,4.204877078333826,2.6109739520042585,2.8933495342930824,42.3785594639866,41.80602006688963,0.09407490491867065,-0.018687129020690918,0.0,0.625,0.0001
27,136.01696925586592,164.9091284506297,0.031684525903794836,0.03488278235729323,144.17474707726458,139.9807765794837,2.594076617878286,3.162123450467419,4.103143253518109,4.419028200034712,2.594076617878286,3.162123450467419,41.959798994974875,41.47157190635451,0.11959952116012573,-0.18468880653381348,0.0,0.65,0.0001
28,134.9716285692787,145.0448053672561,0.03687173470704999,0.03606380103623189,140.34928377748935,143.7409325539069,2.5659559404031316,2.7645457979030037,4.326318349470845,4.424799337036235,2.5659559404031316,2.7645457979030037,40.36850921273032,36.12040133779264,0.1195334792137146,0.08076053857803345,0.0,0.6749999999999999,0.0001
29,134.9224477029925,147.62747039284594,0.028451069624754452,0.025780203007784577,160.0011633995989,164.8420543862027,2.567250324853102,2.807891874409041,4.278452314124435,4.735985132364126,2.567250324853102,2.807891874409041,41.959798994974875,41.80602006688963,0.12516158819198608,0.13083279132843018,0.0,0.7000000000000001,0.0001
30,133.90365718157847,172.6458795860061,0.03602969837398385,0.04312084282570858,150.78627216077132,140.59502576745075,2.538447448756028,3.292323106906087,4.534088063679349,5.209412592310571,2.538447448756028,3.292323106906087,40.28475711892797,37.12374581939799,0.13412725925445557,-0.24680447578430176,0.0,0.725,0.0001
31,133.80397519314508,157.19089541227922,0.042329182233692614,0.03996849233240986,145.61887910417974,151.7696332134132,2.5296225931177188,3.0011129203847418,4.740800659460838,4.62360494511582,2.5296225931177188,3.0011129203847418,39.27973199329983,37.79264214046823,0.14965415000915527,-0.07329583168029785,0.0,0.75,0.0001
32,133.70199287197298,141.01290250542172,0.0396090837342156,0.034487130051871207,155.97457658266103,164.0761306405466,2.533019208428848,2.6681901084938175,4.568657040396328,4.953975282783891,2.533019208428848,2.6681901084938175,39.61474036850921,40.468227424749166,0.13394492864608765,0.19015967845916748,0.0,0.775,0.0001
33,131.57157041719012,138.83408184753213,0.0350620474298196,0.03528310055766616,165.58009317931618,166.28374243898935,2.4879876193489063,2.6313832978341094,4.664585508094161,4.725664617225877,2.4879876193489063,2.6313832978341094,39.949748743718594,40.13377926421405,0.17106974124908447,0.1649845838546753,0.0,0.8,0.0001
34,131.90240481071535,146.69115879224694,0.03798204548719341,0.03146436216814263,165.38494990618784,177.4708373921372,2.4922742592030436,2.7782372224291034,4.732522956490317,5.081314830875716,2.4922742592030436,2.7782372224291034,40.619765494137354,41.1371237458194,0.17144715785980225,0.13855606317520142,0.0,0.825,0.0001
35,131.75328301664572,192.20652189222866,0.0376215899672041,0.05165333677095713,172.8459957256988,156.7729231410202,2.4881552040477093,3.66230390542327,4.771610449306929,5.888705489627494,2.4881552040477093,3.66230390542327,41.87604690117253,40.802675585284284,0.18302083015441895,-0.5695371627807617,0.0,0.85,0.0001
36,131.0096296249722,139.99730399141345,0.05775831296565744,0.048525366147226315,153.0786643739122,164.40280585145473,2.4678389083600325,2.648490910546038,4.885929752234838,4.886753392458759,2.4678389083600325,2.648490910546038,40.20100502512563,41.1371237458194,0.17751240730285645,0.17085617780685425,0.0,0.875,0.0001
37,128.27133936538567,136.9342705461891,0.04147597722447098,0.040628819312140296,177.34599889502852,181.08058033818784,2.4146952984520738,2.586089627001198,4.886128183585315,4.951095540387973,2.4146952984520738,2.586089627001198,40.787269681742046,43.1438127090301,0.22625404596328735,0.20976030826568604,0.0,0.8999999999999999,0.0001
38,132.06228232583408,143.93858587462768,0.044213011311725954,0.03754045623650519,178.61108140290483,186.48949787050586,2.4897780797789046,2.7186223559555,4.901542188334505,5.213179164108225,2.4897780797789046,2.7186223559555,41.70854271356784,41.1371237458194,0.1721256971359253,0.1679789423942566,0.0,0.925,0.0001
39,129.24847013387247,146.30066224165185,0.03920695490174158,0.042929727571664446,187.35515667325888,183.77920496503646,2.434956664016698,2.7794118772781014,4.869735212981002,4.743612114003669,2.434956664016698,2.7794118772781014,41.70854271356784,41.47157190635451,0.20491498708724976,0.037219464778900146,0.0,0.9500000000000001,0.0001
40,130.5812467642166,131.2377198643509,0.04461980051980346,0.046839927126930705,183.04158081361396,177.63039911072389,2.4577061083648273,2.474775071925543,4.981896731122654,4.843176470153707,2.4577061083648273,2.474775071925543,40.36850921273032,39.79933110367893,0.18637770414352417,0.2740682363510132,0.0,0.9750000000000001,0.0001
41,129.02198834954393,142.17256271719535,0.051245659908008334,0.05173506045770087,173.68064614556343,172.6924126156198,2.4217348757700705,2.691908405776008,5.119345112262259,4.878976974200246,2.4217348757700705,2.691908405776008,40.95477386934673,42.474916387959865,0.21233218908309937,0.13371306657791138,0.0,1.0,0.0001
42,128.6984925389889,143.8071259463511,0.054898406942086406,0.04472099820207991,172.49156260530353,182.66388444677244,2.416489438994646,2.7067351373143023,5.066351651746024,5.4978413438318565,2.416489438994646,2.7067351373143023,39.86599664991625,40.468227424749166,0.20258623361587524,0.17720025777816772,0.0,1.025,0.0001
43,131.7540223139215,169.85090994436206,0.04296209591392496,0.05346990206020333,186.35878077623633,175.8302720494095,2.4788904014344593,3.235887615178341,5.063129833994599,5.192788378450783,2.4788904014344593,3.235887615178341,40.45226130653266,42.80936454849498,0.1949867606163025,-0.2671961784362793,0.0,1.05,0.0001
44,127.16580177192112,136.11515466186114,0.06952337173111674,0.06190211510279506,164.55246797238962,171.3339331381297,2.3831819988774696,2.5674194149349048,5.1060558160146075,4.956451106629642,2.3831819988774696,2.5674194149349048,40.117252931323286,42.80936454849498,0.22742962837219238,0.231428325176239,0.0,1.075,0.0001
45,129.7942842007482,135.87815040409765,0.05486106073836386,0.05304765850803924,181.47175973863457,184.2686489960023,2.4403393999416028,2.5607473260184195,5.002003599451215,5.050362157183746,2.4403393999416028,2.5607473260184195,41.79229480737018,43.47826086956522,0.1911655068397522,0.2251841425895691,0.0,1.1,0.0001
46,126.9271130074608,141.66448265254297,0.05417576310547752,0.05083788786843469,185.56112923933634,188.99996943138913,2.381601620758798,2.673681110841375,5.050767889773626,5.150826507587497,2.381601620758798,2.673681110841375,41.289782244556115,42.14046822742475,0.23882657289505005,0.12018996477127075,0.0,1.125,0.0001
47,126.17773371046312,143.05840416337335,0.05840555540406125,0.049883969364856,183.34793763024922,193.08383046025816,2.362890901278012,2.692974129648113,5.1607743667398065,5.440184424952121,2.362890901278012,2.692974129648113,40.787269681742046,42.474916387959865,0.2575407028198242,0.22084373235702515,0.0,1.15,0.0001
48,126.07802998400614,131.0294786791339,0.04781579482096124,0.051544927160277414,198.25312306773122,194.38072020871982,2.36492567226116,2.4729572139854814,5.061778205922701,4.749262423818327,2.36492567226116,2.4729572139854814,42.04355108877722,43.812709030100336,0.2442162036895752,0.2607291340827942,0.0,1.175,0.0001
49,125.00162371918185,177.0115709336705,0.05818123137032367,0.07114929827958047,189.4386425178055,175.9474118337982,2.3390084848531725,3.3461570476608533,5.1735293054500815,6.23198141621108,2.3390084848531725,3.3461570476608533,40.53601340033501,39.79933110367893,0.2483106255531311,-0.39072978496551514,0.0,1.2,0.0001
50,127.69252972626806,137.92525658240686,0.07822249980777551,0.06965146318426897,171.97409361770605,178.1440360793302,2.387687746603884,2.6003798154684215,5.278018927454349,5.0386711969024764,2.387687746603884,2.6003798154684215,39.44723618090452,41.80602006688963,0.2248591184616089,0.1774466633796692,0.0,1.225,0.0001
51,128.4925201262661,138.18519439186937,0.07435167713131338,0.06992115199964581,177.34678721467853,181.2472654106625,2.4056775857455768,2.6052595468667836,5.224589004388806,5.048406954194391,2.4056775857455768,2.6052595468667836,39.949748743718594,43.1438127090301,0.22382456064224243,0.19001686573028564,0.0,1.25,0.0001
52,124.18604481759382,133.69475353840602,0.06957227469638763,0.06448041245241627,185.71571493228677,192.80550427899314,2.317336896356426,2.51090133309763,5.314224363771116,5.218189355123003,2.317336896356426,2.51090133309763,40.45226130653266,42.474916387959865,0.27630680799484253,0.2788398265838623,0.0,1.2750000000000001,0.0001
53,122.56261519491173,140.24179658921665,0.0658228034262781,0.06245286740287889,195.04860162016135,197.6947395044027,2.286404724296813,2.647894517235134,5.2755091258229525,5.0232047938981585,2.286404724296813,2.647894517235134,40.03350083752093,45.1505016722408,0.278171181678772,0.12480157613754272,0.0,1.3,0.0001
54,124.4413872851399,135.78867919309482,0.07094677706160138,0.07087621449128441,191.39731358922705,190.39033457268042,2.322029592204134,2.557761500910373,5.323449296168546,5.030816541467622,2.322029592204134,2.557761500910373,40.20100502512563,43.812709030100336,0.2700144648551941,0.23703783750534058,0.0,1.325,0.0001
55,124.90848074805996,136.42180671819477,0.07375987232280537,0.06867654955506723,191.60508467324416,197.1955133138293,2.3297254607905096,2.569844025831956,5.368939147323021,5.057481835917087,2.3297254607905096,2.569844025831956,39.86599664991625,44.81605351170568,0.26937001943588257,0.22314155101776123,0.0,1.3499999999999999,0.0001
56,123.99676790988225,153.27107180081882,0.06890126229131242,0.07663120067737574,199.889336156286,195.23053197956403,2.3172387365919462,2.904491251527665,5.1935517624195295,5.1089034104426965,2.3172387365919462,2.904491251527665,41.12227805695142,43.47826086956522,0.26677536964416504,-0.06544160842895508,0.0,1.375,0.0001
57,121.08603286104186,212.25641012032295,0.08212618753189217,0.0586274476927459,194.45935664344674,211.88991467530113,2.2547252206147417,4.014376661051875,5.292760872161968,7.496293701057051,2.2547252206147417,4.014376661051875,40.787269681742046,41.1371237458194,0.3045211434364319,-0.4767683744430542,0.0,1.4000000000000001,0.0001
58,120.46329710431634,191.4058600588387,0.0596076429164789,0.07699661534964838,214.99430407551264,202.44488806070692,2.2439299452444614,3.6553073088859636,5.312506542333606,5.50367304632895,2.2439299452444614,3.6553073088859636,39.949748743718594,42.14046822742475,0.3129327893257141,-0.5961124897003174,0.0,1.425,0.0001
59,120.38629037930538,173.579563612922,0.06620966061525409,0.05231988165888898,212.07558148510293,222.43888911116483,2.243261120427194,3.277779199606599,5.261455132533957,6.286002937367927,2.243261120427194,3.277779199606599,40.28475711892797,42.80936454849498,0.3077777624130249,-0.04984724521636963,0.0,1.45,0.0001
60,122.83481081606355,155.17643411183437,0.05761711063546751,0.0668256256392967,219.62158129003578,211.10547216919355,2.2917450616507473,2.9442923356059403,5.306315363751384,5.0851269868703985,2.2917450616507473,2.9442923356059403,41.37353433835846,43.47826086956522,0.30485010147094727,-0.0992579460144043,0.0,1.4749999999999999,5e-05
61,119.46840007021599,129.1861378851543,0.0698274267428684,0.06606368979682094,209.0989594579342,209.25895088731644,2.2210347179192396,2.42625191060197,5.378350596531751,5.028815217640089,2.2210347179192396,2.42625191060197,40.95477386934673,45.1505016722408,0.32353121042251587,0.3088981509208679,0.0,1.5,5e-05
62,119.47492074886559,146.51778478207797,0.06944075189343649,0.07296247192250446,208.05960402496694,203.99835000947166,2.220956391425588,2.7688646539796555,5.386598666908354,5.139826773799782,2.220956391425588,2.7688646539796555,40.117252931323286,44.81605351170568,0.3336606025695801,0.038124144077301025,0.0,1.5250000000000001,5e-05
63,121.90879334876286,150.21823569205293,0.06924216685133364,0.05938397592126725,208.70852489886772,215.03490991496722,2.269292221796173,2.824480045599284,5.398648164579816,5.798208434446201,2.269292221796173,2.824480045599284,40.36850921273032,42.80936454849498,0.286957323551178,0.16396987438201904,0.0,1.55,5e-05
64,119.78757483196418,148.20168421818659,0.06299453999978213,0.06988254286672758,213.13395698585703,206.72532419057993,2.227801462713398,2.8036237755746747,5.388353726372647,5.114057311246228,2.227801462713398,2.8036237755746747,41.038525963149084,44.14715719063545,0.315488338470459,0.014995336532592773,0.0,1.575,5e-05
65,122.80997396753462,147.22962650566996,0.0780044377124689,0.07612758212065616,202.80146030445195,203.09315567271764,2.285439316351809,2.7853725004355643,5.431990532419789,5.053574909733291,2.285439316351809,2.7853725004355643,39.949748743718594,43.812709030100336,0.278602659702301,0.008346021175384521,0.0,1.6,5e-05
66,119.76955862380751,159.98619635846703,0.06754818045139513,0.058778915591662546,210.25137909293375,215.7081868353496,2.226836789592826,3.017345586349334,5.393318498154581,5.883347981749569,2.226836789592826,3.017345586349334,39.61474036850921,45.1505016722408,0.30540335178375244,0.07255488634109497,0.0,1.625,5e-05
67,119.93341387775875,169.43779389754584,0.06845911469940764,0.07836291353439408,209.80478329554674,202.24992334882552,2.2282455562546826,3.2129784092855296,5.452561079756898,5.59804029209558,2.2282455562546826,3.2129784092855296,39.86599664991625,41.47157190635451,0.3298270106315613,-0.2788146734237671,0.0,1.65,5e-05
68,121.1648565704499,132.45657899786397,0.07493854788330133,0.0667799799936671,206.98242928714208,213.09115386248433,2.2510285205777167,2.4768313667845967,5.492491173384777,5.520739361593955,2.2510285205777167,2.4768313667845967,39.44723618090452,44.14715719063545,0.31156015396118164,0.29910385608673096,0.0,1.675,5e-05
69,120.97127288869477,156.80662801991338,0.07006926183125481,0.07757700379177879,212.68073460564543,206.55183778080254,2.248531167431293,2.967982228783062,5.462911815100179,5.3464219362839405,2.248531167431293,2.967982228783062,40.117252931323286,41.80602006688963,0.3058164119720459,-0.1203761100769043,0.0,1.7,5e-05
70,119.29949470660594,131.75328464571848,0.08402596435305261,0.07985833798064834,203.22735429568905,203.98855851087282,2.2094730098842574,2.4726329360119874,5.6038115180317485,5.148230826176928,2.2094730098842574,2.4726329360119874,39.19597989949749,42.80936454849498,0.3152660131454468,0.25073134899139404,0.0,1.725,5e-05
71,121.14263593970831,132.16728570230032,0.07969539035954068,0.0746221774846415,206.6083511531453,210.8365507093959,2.244908458224094,2.475429551657227,5.665825496366875,5.348464900434616,2.244908458224094,2.475429551657227,39.86599664991625,44.81605351170568,0.3072671890258789,0.25648772716522217,0.0,1.75,5e-05
72,119.07612773441589,136.49136143304833,0.07325038572202376,0.0663261314897633,214.18800008955913,218.90705044851654,2.205978409928493,2.553337741456303,5.607302733601837,5.661895747168805,2.205978409928493,2.553337741456303,40.36850921273032,43.812709030100336,0.32632046937942505,0.25983017683029175,0.0,1.775,5e-05
73,118.08970659981222,128.22784306452826,0.06801509470296666,0.06801927687731077,219.20301703831657,218.01132222561534,2.1875938969840556,2.4016084296248827,5.579958979608226,5.204884880761239,2.1875938969840556,2.4016084296248827,39.86599664991625,43.812709030100336,0.3467586636543274,0.2986961007118225,0.0,1.7999999999999998,2.5e-05
74,119.47573589280223,130.81573159718593,0.07065711581028086,0.07119116491099266,217.5204296782987,215.80713380539297,2.2153923691217625,2.4560278833510485,5.568555968490677,5.105585812724953,2.2153923691217625,2.4560278833510485,40.03350083752093,43.1438127090301,0.32079726457595825,0.25476890802383423,0.0,1.8250000000000002,2.5e-05
75,121.17204232271791,129.83091256132093,0.07500361561325926,0.07260278736966908,214.45810631731248,215.26965056454458,2.2468687609412163,2.435354677729782,5.635724506186481,5.13344426059404,2.2468687609412163,2.435354677729782,39.698492462311556,44.14715719063545,0.3127606511116028,0.2745128273963928,0.0,1.85,2.5e-05
76,118.49888640232821,127.4198409370754,0.0724356095220775,0.07116605934490727,216.73495567743504,216.5463428816269,2.1958759903308733,2.3856341312561544,5.561940603719484,5.188203016651116,2.1958759903308733,2.3856341312561544,39.19597989949749,43.812709030100336,0.33673107624053955,0.3200641870498657,0.0,1.875,2.5e-05
77,115.86520062419437,137.8173507639397,0.07425474817279595,0.07606636889802174,215.76865224662538,213.2859208735335,2.142297995150389,2.594622609208659,5.586019087077386,5.137258925166816,2.142297995150389,2.594622609208659,40.117252931323286,42.474916387959865,0.36395734548568726,0.1586248278617859,0.0,1.9000000000000001,2.5e-05
78,117.52144201077408,128.6852015109365,0.07658808663412554,0.07319852931543337,214.2848032020045,215.5207156178146,2.1746940936275463,2.4094904689087118,5.602532555310171,5.229791441091327,2.1746940936275463,2.4094904689087118,39.44723618090452,44.81605351170568,0.3445013165473938,0.309032678604126,0.0,1.9249999999999998,2.5e-05
79,117.15054308509507,133.7433004219795,0.07588311385868782,0.07615916331276845,215.33022956273064,213.9131598839393,2.168239917387715,2.5117829356305177,5.572756665835229,5.182239605032879,2.168239917387715,2.5117829356305177,40.7035175879397,43.1438127090301,0.3526241183280945,0.21677380800247192,0.0,1.9500000000000002,2.5e-05
80,118.97480060826594,129.45918853147373,0.07767019403390149,0.07460411039981554,214.3512696692692,215.74242133201165,2.2006146376656126,2.4215628255569817,5.70381136994865,5.338683289429017,2.2006146376656126,2.4215628255569817,38.94472361809046,44.481605351170565,0.3316679000854492,0.28005337715148926,0.0,1.9749999999999999,2.5e-05
81,116.02090972951508,131.31251974967012,0.07466955058638575,0.07379801317202207,217.45102641810124,217.6159076499301,2.141870850094998,2.4625533990636717,5.70267965645846,5.210572849547983,2.141870850094998,2.4625533990636717,39.36348408710218,44.81605351170568,0.3645036816596985,0.24345511198043823,0.0,2.0,2.5e-05
82,118.80801331537653,128.16583259608035,0.07527425646831841,0.07192251357844841,218.10653367034556,219.14368614783655,2.1981079917856596,2.397061881413029,5.684160361936943,5.302082647846694,2.1981079917856596,2.397061881413029,39.53098827470687,44.81605351170568,0.32492518424987793,0.30874449014663696,0.0,2.0250000000000004,2.5e-05
83,119.0746011526341,128.3376819010961,0.07304547121826328,0.07320619571368431,219.7904347942103,218.20172246722473,2.204126148367647,2.4043164285130327,5.668710336413615,5.170552024873204,2.204126148367647,2.4043164285130327,39.86599664991625,44.481605351170565,0.3330686688423157,0.2917649745941162,0.0,2.05,2.5e-05
84,120.25841897935723,133.06116551938266,0.07592277598241266,0.07518565637311808,217.5092104299983,216.9930000943085,2.2271057764689126,2.497690108308824,5.682345362364547,5.2004883951168,2.2271057764689126,2.497690108308824,39.44723618090452,43.1438127090301,0.3131466507911682,0.23327898979187012,0.0,2.075,2.5e-05
85,119.15098743023385,130.1056259818699,0.07458277160248765,0.07210552946580294,219.17343349233144,220.44766265971205,2.2029843542044687,2.435598699544186,5.752569408672339,5.310108984593165,2.2029843542044687,2.435598699544186,39.698492462311556,44.14715719063545,0.34371447563171387,0.2749578356742859,0.0,2.1,2.5e-05
86,118.44940936984729,128.28529396184712,0.0741228034073983,0.07215719991503751,220.73423634182467,221.17344124580308,2.1924132751659733,2.398933138735717,5.638755188116077,5.318569857938632,2.1924132751659733,2.398933138735717,39.86599664991625,43.47826086956522,0.3430543541908264,0.304634153842926,0.0,2.125,2.5e-05
87,117.62876437137675,127.46962516044694,0.07215973854663983,0.07039713204206033,222.94589353526257,223.32103435809796,2.1763675787940095,2.3846420388556644,5.633058425769135,5.25702385360182,2.1763675787940095,2.3846420388556644,39.698492462311556,45.1505016722408,0.34315723180770874,0.3066546320915222,0.0,2.15,2.5e-05
88,119.0319353036545,133.03121550186822,0.07302154747884677,0.07414384804242431,222.74997893929282,220.93562087247204,2.203940443457471,2.4988545338844377,5.646535898972196,5.145179829071198,2.203940443457471,2.4988545338844377,40.117252931323286,43.812709030100336,0.3455318212509155,0.22258228063583374,0.0,2.175,2.5e-05
89,118.28677966247253,134.02991049265782,0.07645053775915549,0.07606503170569207,221.09224515624183,220.5665983882636,2.187739857477159,2.5164301594762897,5.67835484797032,5.218718640381676,2.187739857477159,2.5164301594762897,39.11222780569514,42.14046822742475,0.3504047393798828,0.20040446519851685,0.0,2.2,2.5e-05
90,118.82598775994637,126.98381953414867,0.07632066313196068,0.07305614017323905,221.5367057455245,222.3411259475759,2.1963523220975993,2.3718882149278517,5.751179303755513,5.349418688777298,2.1963523220975993,2.3718882149278517,39.36348408710218,44.14715719063545,0.3348747491836548,0.3301224112510681,0.0,2.225,2.5e-05
